Year	DOY	Hour	Minute	Tair	Pressure	Precipitation	Kdown	WindSpeed	RelativeHumidity
2010	108	13	0	12.2	101	0	434	7.15	66.25
2010	108	14	0	12.8	101	0	362	7.6	67.48
2010	108	15	0	13.3	101	0	293	6.71	68.46
2010	108	16	0	13.9	101	0	361.5	8.94	70.14
2010	108	17	0	12.8	101	0	112.5	4.92	77.94
2010	108	18	0	12.2	101	0	40.5	4.92	83.51
2010	108	19	0	12.2	101	0	0	7.15	87.32
2010	108	20	0	11.7	101	0	0	6.26	91.36
2010	108	21	0	11.1	101	0	0	6.26	88.89
2010	108	22	0	11.1	101	0	0	4.47	92.75
2010	108	23	0	10	101	0	0	3.58	90.85
2010	109	0	0	10	101	0	0	4.02	96.15
2010	109	1	0	8.9	101	0	0	4.92	95.46
2010	109	2	0	8.9	101	0	0	5.81	95.11
2010	109	3	0	8.9	101	0	0	5.81	94.78
2010	109	4	0	9.4	101	0	0	6.26	100
2010	109	5	0	8.9	101	0	0	5.81	100
2010	109	6	0	8.9	101	0	61.5	6.71	89.7
2010	109	7	0	10	101	0	245	7.6	81.35
2010	109	8	0	11.7	101	0	448	6.71	74.9
2010	109	9	0	13.3	101	0	634.5	5.81	71.76
2010	109	10	0	14.4	101	0	783.5	9.39	67.01
2010	109	11	0	13.9	101	0	664	6.26	67.07
2010	109	12	0	16.1	101	0	692	9.39	67.52
2010	109	13	0	15	101	0	532.5	5.81	63.45
2010	109	14	0	17.2	101	0	434.5	8.94	64
2010	109	15	0	16.1	101	0	278	9.83	64.8
2010	109	16	0	16.1	101	0	343.5	7.6	66.48
2010	109	17	0	16.1	101	0	310	7.15	76.11
2010	109	18	0	15.6	101	0	116.5	4.02	85.37
2010	109	19	0	14.4	101	0	0	4.02	87.16
2010	109	20	0	13.3	101	0	0	2.24	85.6
2010	109	21	0	12.2	101	0	0	2.68	90.28
2010	109	22	0	12.8	101	0	0	4.02	90.03
2010	109	23	0	11.1	101	0	0	0.01	96.82
2010	110	0	0	11.7	101	0	0	2.24	96.74
2010	110	1	0	11.1	101	0	0	3.13	100
2010	110	2	0	10	101	0	0	2.68	100
2010	110	3	0	9.4	101	0	0	3.13	100
2010	110	4	0	9.4	101	0	0	2.24	100
2010	110	5	0	9.4	101	0	0	0.01	100
2010	110	6	0	9.4	101	0	61	0.01	93.65
2010	110	7	0	12.8	101	0	240.5	1.34	85.97
2010	110	8	0	15	101	0	442	1.34	79.39
2010	110	9	0	16.7	101	0	626	3.13	63.04
2010	110	10	0	17.8	101	0	774.5	1.34	63.07
2010	110	11	0	18.3	101	0	873	4.47	59.4
2010	110	12	0	18.3	101	0	912	6.26	59.63
2010	110	13	0	18.9	101	0	660	6.71	55.93
2010	110	14	0	18.3	101	0	696.5	5.81	55.88
2010	110	15	0	16.1	101	0	667	7.6	56.54
2010	110	16	0	15	101	0	490.5	8.05	62.83
2010	110	17	0	14.4	101	0	284.5	8.94	72.44
2010	110	18	0	12.8	101	0	101.5	8.94	79.77
2010	110	19	0	12.2	101	0	3	7.6	82.57
2010	110	20	0	11.7	101	0	0	6.71	88.36
2010	110	21	0	10.6	101	0	0	3.58	88.67
2010	110	22	0	10	101	0	0	2.24	95.35
2010	110	23	0	10	101	0	0	2.68	95.59
2010	111	0	0	10	101	0	0	2.68	95.56
2010	111	1	0	10.6	101	0	0	4.02	94.85
2010	111	2	0	10	101	0	0	3.58	100
2010	111	3	0	10.6	101	0	0	4.02	98.91
2010	111	4	0	8.9	101	0	0	3.58	97.42
2010	111	5	0	9.4	101	0	0	3.58	96.89
2010	111	6	0	10	101	0	39.5	2.24	95.8
2010	111	7	0	11.7	101	0	176.5	3.13	89.82
2010	111	8	0	12.8	100	0	342	2.68	81.12
2010	111	9	0	14.4	100	0	526	3.13	68.93
2010	111	10	0	15.6	100	0	650.5	2.24	67.6
2010	111	11	0	17.2	100	0	749	3.13	64.1
2010	111	12	0	17.2	100	0	779	4.92	65.44
2010	111	13	0	16.7	100	0	777.5	5.81	71.93
2010	111	14	0	16.1	100	0	725	7.15	75.06
2010	111	15	0	15	100	0	452.5	8.94	84.67
2010	111	16	0	12.8	100	0	183	5.81	89.6
2010	111	17	0	13.3	100	0	47.5	9.39	97.85
2010	111	18	0	12.2	100	1.27	27	4.92	100
2010	111	19	0	12.2	100	0.25	0.5	7.15	100
2010	111	20	0	12.2	100	0	0	7.6	100
2010	111	21	0	11.7	100	0	0	4.02	100
2010	111	22	0	11.7	100	0	0	5.81	100
2010	111	23	0	11.7	100	0	0	3.58	100
2010	112	0	0	11.1	100	0	0	3.13	100
2010	112	1	0	11.1	100	0	0	3.58	100
2010	112	2	0	10	100	0	0	2.24	100
2010	112	3	0	10.6	100	0	0	3.58	100
2010	112	4	0	10.6	100	0	0	2.68	100
2010	112	5	0	10.6	100	0	0	4.02	100
2010	112	6	0	10.6	100	0	58.5	3.13	100
2010	112	7	0	11.1	100	0	229.5	2.68	99.43
2010	112	8	0	11.7	100	0	425	3.58	89.29
2010	112	9	0	13.3	100	0	605.5	3.58	78.25
2010	112	10	0	15	100	0	753	4.47	72.73
2010	112	11	0	16.1	100	0	850.5	4.47	67.67
2010	112	12	0	18.3	100	0	822.5	4.92	67.43
2010	112	13	0	18.3	100	0	837	4.47	67.22
2010	112	14	0	17.8	100	0	660	5.81	66.94
2010	112	15	0	14.4	100	2.29	203	4.02	67.36
2010	112	16	0	15.6	100	0	214.5	3.13	69.66
2010	112	17	0	13.9	100	0	279	6.26	78.18
2010	112	18	0	12.8	100	0	75.5	6.26	86.87
2010	112	19	0	11.7	100	0	5	3.13	88.74
2010	112	20	0	12.2	100	0	0	1.34	92.68
2010	112	21	0	16.1	100	0	0	4.92	89.28
2010	112	22	0	14.4	100	0	0	6.26	87.29
2010	112	23	0	14.4	100	0	0	7.6	88.48
2010	113	0	0	12.8	100	0	0	5.81	89.43
2010	113	1	0	11.1	100	0	0	4.02	86.36
2010	113	2	0	10	100	0	0	3.58	90.97
2010	113	3	0	8.9	100	0	0	5.81	90.11
2010	113	4	0	7.2	100	0	0	3.58	95.58
2010	113	5	0	7.2	100	0	0	4.47	95.07
2010	113	6	0	7.8	101	0	76.5	3.58	90.23
2010	113	7	0	9.4	101	0	267.5	4.92	77.61
2010	113	8	0	10.6	101	0	473.5	7.15	65.88
2010	113	9	0	11.7	101	0	660.5	7.15	61.08
2010	113	10	0	13.9	101	0	810.5	9.83	59.04
2010	113	11	0	15	100	0	910.5	7.6	58.03
2010	113	12	0	16.7	100	0	949	6.71	56.77
2010	113	13	0	17.8	100	0	925	6.26	54.73
2010	113	14	0	19.4	100	0	840	7.15	55.77
2010	113	15	0	19.4	100	0	704	7.6	56.59
2010	113	16	0	20	101	0	527	7.6	57.97
2010	113	17	0	19.4	101	0	325.5	9.39	66.1
2010	113	18	0	18.9	101	0	128	8.05	75.34
2010	113	19	0	18.3	101	0	7	7.6	78.34
2010	113	20	0	17.2	101	0	0	8.94	81.93
2010	113	21	0	16.7	101	0	0	7.6	84.94
2010	113	22	0	15	101	0	0	6.26	87.24
2010	113	23	0	13.3	101	0	0	5.81	83.71
2010	114	0	0	12.8	101	0	0	6.26	86.34
2010	114	1	0	11.7	101	0	0	4.47	90.19
2010	114	2	0	11.7	101	0	0	6.26	89.06
2010	114	3	0	10.6	101	0	0	6.26	94.84
2010	114	4	0	10	101	0	0	4.02	94.4
2010	114	5	0	9.4	101	0	0	4.02	94.44
2010	114	6	0	10	101	0	80.5	4.47	89.89
2010	114	7	0	11.7	101	0	273.5	4.92	81.58
2010	114	8	0	13.3	101	0	480.5	5.81	66.75
2010	114	9	0	15.6	101	0	667.5	4.02	55.36
2010	114	10	0	16.1	101	0	818	1.34	51.53
2010	114	11	0	16.1	101	0	917	5.81	45.21
2010	114	12	0	17.2	101	0	953	6.71	48.26
2010	114	13	0	17.2	101	0	922.5	6.26	51.78
2010	114	14	0	16.7	101	0	831.5	6.26	53.45
2010	114	15	0	16.1	101	0	693.5	6.71	59.19
2010	114	16	0	14.4	101	0	504	9.39	66.97
2010	114	17	0	13.3	101	0	196	8.05	76.96
2010	114	18	0	12.8	101	0	69.5	8.94	83.72
2010	114	19	0	12.2	101	0	3.5	6.71	89
2010	114	20	0	11.7	101	0	0	6.26	91.58
2010	114	21	0	11.7	101	0	0	4.02	93.82
2010	114	22	0	11.1	101	0	0	4.47	94.43
2010	114	23	0	11.1	101	0	0	4.02	93.51
2010	115	0	0	11.1	101	0	0	2.68	98.79
2010	115	1	0	10.6	101	0	0	4.47	98.36
2010	115	2	0	9.4	100	0.76	0	3.58	97.54
2010	115	3	0	8.9	100	1.52	0	2.24	95.83
2010	115	4	0	8.9	100	1.78	0	0.01	92.84
2010	115	5	0	7.8	100	3.3	0	2.68	99.42
2010	115	6	0	8.3	100	3.81	4.5	2.24	99.51
2010	115	7	0	7.8	100	4.32	47	2.68	100
2010	115	8	0	8.3	100	3.81	109.5	3.13	95.59
2010	115	9	0	8.3	100	4.32	80.5	4.47	97.17
2010	115	10	0	8.9	100	1.02	179.5	6.26	98.73
2010	115	11	0	9.4	100	1.02	207.5	6.71	93.95
2010	115	12	0	10	100	0	95.5	5.81	94.96
2010	115	13	0	10	100	0	94.5	5.81	95.45
2010	115	14	0	10.6	99	0	135	4.47	95.45
2010	115	15	0	10.6	99	0	99	4.02	95.36
2010	115	16	0	10.6	99	0	74.5	4.02	95.22
2010	115	17	0	10.6	99	0	92	4.02	95.06
2010	115	18	0	10.6	99	0	3.5	4.92	100
2010	115	19	0	10	99	0.25	0	4.47	100
2010	115	20	0	10	99	0	0	5.81	99.41
2010	115	21	0	10	99	0	0	4.47	98.74
2010	115	22	0	10	99	0	0	4.47	98.54
2010	115	23	0	10	99	10.16	0	4.47	100
2010	116	0	0	10	99	2.29	0	2.24	100
2010	116	1	0	9.4	99	0.51	0	3.58	100
2010	116	2	0	9.4	99	0.25	0	4.02	100
2010	116	3	0	9.4	99	0	0	4.47	100
2010	116	4	0	9.4	99	0	0	5.81	100
2010	116	5	0	9.4	99	0	0	4.92	100
2010	116	6	0	10	99	0	4	4.02	96.97
2010	116	7	0	10.6	99	0	96.5	4.47	99.71
2010	116	8	0	11.1	99	0	61.5	4.47	95.17
2010	116	9	0	11.7	99	0	116.5	3.58	90.46
2010	116	10	0	11.7	99	0.25	271.5	3.13	91.94
2010	116	11	0	11.7	99	1.02	178.5	4.02	93.08
2010	116	12	0	11.1	99	0.25	208	4.02	87.54
2010	116	13	0	11.1	99	0.51	176	4.47	93.7
2010	116	14	0	11.1	99	0	118.5	4.02	93.63
2010	116	15	0	11.1	99	0.76	191.5	5.81	93.35
2010	116	16	0	11.1	99	1.27	130.5	4.47	99.32
2010	116	17	0	10.6	99	3.56	61.5	4.47	98.93
2010	116	18	0	10	99	3.81	10.5	7.15	98.08
2010	116	19	0	10	99	1.27	0.5	5.81	100
2010	116	20	0	10	99	1.52	0	2.68	100
2010	116	21	0	10	99	2.79	0	4.47	100
2010	116	22	0	10	99	0.25	0	4.02	100
2010	116	23	0	9.4	99	1.52	0	4.02	99.83
2010	117	0	0	10	98	0.25	0	4.02	100
2010	117	1	0	9.4	98	0	0	3.58	100
2010	117	2	0	9.4	98	0	0	2.68	100
2010	117	3	0	8.9	98	0.25	0	3.13	99.29
2010	117	4	0	8.9	99	0	0	3.58	98.73
2010	117	5	0	8.9	99	0.51	0	3.13	99.57
2010	117	6	0	8.9	99	0.25	3	2.24	100
2010	117	7	0	9.4	99	0	97	2.68	97.04
2010	117	8	0	10.6	99	0	113	0.01	91.35
2010	117	9	0	11.1	99	0	178.5	0.01	81.43
2010	117	10	0	10.6	99	0	387.5	3.13	82.58
2010	117	11	0	12.2	99	0	375.5	2.68	80.87
2010	117	12	0	12.8	99	0	637	4.92	75.75
2010	117	13	0	14.4	99	0	919.5	10.28	69.06
2010	117	14	0	15.6	99	0	791	11.18	61.65
2010	117	15	0	15.6	99	0	715.5	9.39	60.49
2010	117	16	0	13.9	99	0	385	10.28	61.91
2010	117	17	0	12.2	99	0	211.5	10.28	64.07
2010	117	18	0	10.6	99	0	94	10.73	66.44
2010	117	19	0	9.4	99	0	7.5	11.18	70.09
2010	117	20	0	8.3	100	0	0	9.83	79.13
2010	117	21	0	7.8	100	0	0	8.05	78.38
2010	117	22	0	6.7	100	0	0	6.26	84.28
2010	117	23	0	6.1	100	0	0	5.81	90.15
2010	118	0	0	5.6	100	0	0	4.02	89.57
2010	118	1	0	5.6	99	0	0	4.02	88.21
2010	118	2	0	5	99	0	0	4.92	86.79
2010	118	3	0	5	99	0	0	4.47	86.35
2010	118	4	0	5.6	99	0	0	6.26	93.6
2010	118	5	0	5.6	100	0	0	5.81	88.8
2010	118	6	0	6.1	100	0	98.5	5.81	85.88
2010	118	7	0	7.2	100	0	293.5	8.05	77.85
2010	118	8	0	8.3	100	0	497	9.39	75.76
2010	118	9	0	10	99	0	426.5	10.73	70.42
2010	118	10	0	10	99	0	282	8.94	65.99
2010	118	11	0	10	99	0	507	10.28	62.82
2010	118	12	0	11.7	99	0	207.5	6.71	59.47
2010	118	13	0	11.7	100	0	308.5	8.05	60.02
2010	118	14	0	13.3	100	0	233.5	9.39	60.94
2010	118	15	0	12.8	100	0	309.5	11.62	61.89
2010	118	16	0	13.3	100	0	302.5	10.73	62.71
2010	118	17	0	13.3	100	0	235.5	10.28	69.19
2010	118	18	0	13.9	100	0	145.5	8.94	76.34
2010	118	19	0	13.3	100	0	12	7.15	74.93
2010	118	20	0	12.8	100	0	0	8.05	77.19
2010	118	21	0	12.8	100	0	0	8.05	79.1
2010	118	22	0	11.7	100	0	0	7.15	76.69
2010	118	23	0	11.1	100	0	0	6.71	80.56
2010	119	0	0	11.1	100	0	0	7.15	79.29
2010	119	1	0	10.6	100	0	0	6.26	84.73
2010	119	2	0	10	100	0	0	6.26	84.79
2010	119	3	0	9.4	100	0	0	5.81	85.27
2010	119	4	0	8.9	100	0	0	4.92	91.85
2010	119	5	0	8.3	100	0	0	4.47	92.7
2010	119	6	0	8.9	101	0	98.5	6.26	82.8
2010	119	7	0	10	101	0	296.5	7.6	72.84
2010	119	8	0	11.1	101	0	506	8.05	63.47
2010	119	9	0	12.2	100	0	657.5	7.15	60.48
2010	119	10	0	15	100	0	837.5	6.71	54.65
2010	119	11	0	17.2	100	0	933	9.83	52.57
2010	119	12	0	18.3	100	0	969.5	12.96	50.4
2010	119	13	0	18.9	100	0	945	10.28	51.6
2010	119	14	0	20.6	100	0	860	10.28	53.18
2010	119	15	0	21.1	100	0	721	11.62	55.16
2010	119	16	0	21.1	100	0	544	13.86	57.97
2010	119	17	0	21.1	100	0	344.5	12.96	65.72
2010	119	18	0	20.6	100	0	144.5	11.18	75.61
2010	119	19	0	20	100	0	12	7.15	78.67
2010	119	20	0	18.3	100	0	0	6.71	87.87
2010	119	21	0	17.2	100	0	0	4.47	85.18
2010	119	22	0	15.6	101	0	0	4.02	89.81
2010	119	23	0	14.4	101	0	0	0.01	89.84
2010	120	0	0	11.1	101	0	0	2.68	90.83
2010	120	1	0	12.2	101	0	0	3.58	91.08
2010	120	2	0	13.3	101	0	0	3.13	90.78
2010	120	3	0	12.8	101	0	0	3.58	89.11
2010	120	4	0	12.8	101	0	0	2.24	87.84
2010	120	5	0	12.2	101	0	0	3.13	87.98
2010	120	6	0	11.7	101	0	92	2.24	79.78
2010	120	7	0	13.9	101	0	244	3.13	77.07
2010	120	8	0	16.7	101	0	426.5	3.13	67.06
2010	120	9	0	19.4	101	0	622.5	3.58	58.01
2010	120	10	0	20.6	101	0	800.5	4.92	53.52
2010	120	11	0	20.6	101	0	755.5	5.81	56.44
2010	120	12	0	22.2	100	0	883	6.71	56.34
2010	120	13	0	20.6	100	0	900.5	6.26	56.47
2010	120	14	0	20	100	0	818	7.15	60.12
2010	120	15	0	19.4	100	0	687	8.05	63.05
2010	120	16	0	17.8	100	0	515.5	4.02	67.24
2010	120	17	0	16.7	100	0	321	3.58	79.15
2010	120	18	0	16.1	100	0	131	3.13	91.34
2010	120	19	0	14.4	100	0	10.5	0.01	92.27
2010	120	20	0	14.4	100	0	0	1.34	91.6
2010	120	21	0	14.4	100	0	0	0.01	91.1
2010	120	22	0	13.9	100	0	0	0.01	97.83
2010	120	23	0	12.8	100	0	0	1.34	98.91
2010	121	0	0	12.8	100	0	0	0.01	99.53
2010	121	1	0	13.3	100	0	0	0.01	100
2010	121	2	0	13.3	100	0	0	2.24	100
2010	121	3	0	12.8	100	0	0	2.68	100
2010	121	4	0	14.4	100	0	0	1.34	100
2010	121	5	0	13.3	100	0	0	1.34	100
2010	121	6	0	14.4	100	0	88.5	2.24	100
2010	121	7	0	18.9	101	0	268	0.01	93.8
2010	121	8	0	22.2	100	0	462	1.34	83.14
2010	121	9	0	24.4	100	0	639	2.24	75.9
2010	121	10	0	23.9	100	0	780	4.02	64.49
2010	121	11	0	24.4	100	0	827	3.13	55.71
2010	121	12	0	26.7	100	0	810.5	4.47	56.03
2010	121	13	0	24.4	100	0	809.5	4.47	60.53
2010	121	14	0	25	100	0	737.5	5.81	65.2
2010	121	15	0	22.8	100	0	615.5	6.26	75.07
2010	121	16	0	20.6	100	0	475.5	4.47	82.32
2010	121	17	0	20	100	0	232	2.68	94.66
2010	121	18	0	19.4	100	0	74.5	4.92	97.98
2010	121	19	0	20	100	0	6	4.02	100
2010	121	20	0	17.2	100	0	0	7.15	100
2010	121	21	0	16.1	100	0	0	4.02	100
2010	121	22	0	14.4	100	0	0	2.24	100
2010	121	23	0	15	100	0	0	2.24	100
2010	122	0	0	15.6	100	0	0	2.68	100
2010	122	1	0	15	100	0	0	2.24	100
2010	122	2	0	15	100	0	0	2.24	100
2010	122	3	0	15.6	100	0	0	0.01	100
2010	122	4	0	15.6	100	0	0	0.01	100
2010	122	5	0	15	100	0	0	2.24	100
2010	122	6	0	15.6	100	0	34.5	1.34	100
2010	122	7	0	16.1	100	0	71.5	2.24	97.63
2010	122	8	0	17.8	100	0	317.5	4.47	99.56
2010	122	9	0	18.3	100	0	487.5	3.13	94.31
2010	122	10	0	21.7	100	0	681	1.34	85.13
2010	122	11	0	20.6	100	0	591	4.02	79.33
2010	122	12	0	21.1	100	0	895.5	3.58	78.6
2010	122	13	0	22.2	100	0	610	4.02	78.21
2010	122	14	0	22.2	100	0	704	3.58	78.97
2010	122	15	0	22.8	100	0	498	3.13	90.35
2010	122	16	0	20	100	0	366	4.02	97.36
2010	122	17	0	19.4	100	0	137	3.13	97.81
2010	122	18	0	18.3	100	0	84	2.24	100
2010	122	19	0	18.3	100	0	7	2.24	100
2010	122	20	0	17.8	100	0	0	1.34	100
2010	122	21	0	18.9	100	0	0	0.01	100
2010	122	22	0	18.3	100	0	0	1.34	100
2010	122	23	0	17.8	100	0	0	2.24	100
2010	123	0	0	16.7	100	0	0	1.34	100
2010	123	1	0	17.8	100	0	0	2.24	100
2010	123	2	0	17.2	100	0	0	2.24	100
2010	123	3	0	17.2	100	0	0	0.01	100
2010	123	4	0	16.7	100	0.25	0	3.13	100
2010	123	5	0	18.3	100	1.02	0	1.34	100
2010	123	6	0	18.3	100	0	38	2.68	100
2010	123	7	0	17.2	100	2.79	87	3.13	100
2010	123	8	0	18.9	100	12.7	122	2.24	100
2010	123	9	0	17.8	100	0	171.5	4.47	99.88
2010	123	10	0	20	100	0.25	319	4.92	100
2010	123	11	0	20.6	100	0	441.5	2.68	97.05
2010	123	12	0	20.6	100	0	696	6.26	91.91
2010	123	13	0	20	100	0	551.5	4.02	89.78
2010	123	14	0	24.4	100	0	540	6.26	81.7
2010	123	15	0	25.6	100	0	374.5	6.71	78.3
2010	123	16	0	25	100	0	378.5	4.47	82.48
2010	123	17	0	25.6	100	0	285	6.71	87.8
2010	123	18	0	23.3	100	0	120.5	3.13	92.75
2010	123	19	0	21.1	100	0	12	3.58	95.19
2010	123	20	0	22.8	100	0	0	3.58	98.68
2010	123	21	0	21.1	100	0	0	3.58	100
2010	123	22	0	20.6	100	0	0	3.58	99.72
2010	123	23	0	18.3	100	0	0	2.24	100
2010	124	0	0	17.8	100	0	0	1.34	100
2010	124	1	0	18.3	100	0	0	0.01	100
2010	124	2	0	17.2	100	0	0	0.01	100
2010	124	3	0	16.7	100	0	0	2.24	100
2010	124	4	0	16.7	100	0	0	2.68	100
2010	124	5	0	17.2	100	0	0	0.01	100
2010	124	6	0	18.3	100	0	11	1.34	95.77
2010	124	7	0	18.3	100	0	86	2.24	87.55
2010	124	8	0	20	100	0	322	0.01	77.79
2010	124	9	0	21.7	100	0	667	4.02	71.24
2010	124	10	0	24.4	100	0	808	3.13	68.79
2010	124	11	0	25.6	100	0	900.5	4.47	63.35
2010	124	12	0	26.7	100	0	937.5	7.6	63.17
2010	124	13	0	27.2	100	0	912.5	10.28	63.6
2010	124	14	0	27.2	100	0	655.5	10.73	68.17
2010	124	15	0	26.7	100	0	374	10.28	69.51
2010	124	16	0	21.7	100	0.25	348.5	10.28	74.85
2010	124	17	0	20.6	100	0	262	6.71	80.44
2010	124	18	0	21.1	100	0	154	6.71	90.68
2010	124	19	0	20.6	100	0	17	5.81	92.55
2010	124	20	0	18.9	100	0	0	4.02	95.13
2010	124	21	0	19.4	101	0	0	0.01	91.59
2010	124	22	0	16.7	101	0	0	2.24	94.68
2010	124	23	0	14.4	101	0	0	2.24	99.04
2010	125	0	0	16.1	101	0	0	2.24	96.95
2010	125	1	0	15	101	0	0	1.34	100
2010	125	2	0	13.9	101	0	0	0.01	98.23
2010	125	3	0	12.8	101	0	0	2.68	95.78
2010	125	4	0	12.8	101	0	0	1.34	100
2010	125	5	0	13.9	101	0	4.5	1.34	96.68
2010	125	6	0	14.4	101	0	112.5	0.01	94.26
2010	125	7	0	17.2	101	0	307	0.01	86.48
2010	125	8	0	20	101	0	510.5	2.24	77.58
2010	125	9	0	21.7	101	0	690.5	3.13	59.32
2010	125	10	0	21.7	101	0	833	4.92	54.34
2010	125	11	0	22.8	101	0	926	5.81	55.44
2010	125	12	0	22.2	101	0	961.5	8.05	57.34
2010	125	13	0	22.8	101	0	936.5	8.05	58.88
2010	125	14	0	22.2	101	0	854	9.83	63.6
2010	125	15	0	21.7	101	0	722.5	9.83	65.14
2010	125	16	0	20	101	0	552	10.28	72.78
2010	125	17	0	18.3	101	0	356.5	10.28	80.28
2010	125	18	0	17.8	101	0	158	9.39	91.02
2010	125	19	0	16.7	101	0	17.5	9.39	94.96
2010	125	20	0	15	101	0	0	7.15	100
2010	125	21	0	15	101	0	0	6.71	99.37
2010	125	22	0	14.4	101	0	0	4.02	99.28
2010	125	23	0	13.9	100	0	0	4.47	100
2010	126	0	0	13.3	100	0	0	4.02	100
2010	126	1	0	13.3	100	0	0	4.47	100
2010	126	2	0	13.3	100	0	0	5.81	100
2010	126	3	0	12.8	100	0	0	4.92	100
2010	126	4	0	12.8	100	0	0	4.92	100
2010	126	5	0	12.2	100	0	3.5	4.47	100
2010	126	6	0	13.3	100	0	86.5	4.47	100
2010	126	7	0	14.4	100	0	196	3.13	99.66
2010	126	8	0	16.1	100	0	289	2.24	91.83
2010	126	9	0	20	100	0	365	2.24	87.95
2010	126	10	0	22.2	100	0	365.5	4.47	81.27
2010	126	11	0	23.9	100	0	320	6.26	72.44
2010	126	12	0	25	100	0	591.5	7.6	66.81
2010	126	13	0	26.7	100	0	837	10.28	60.86
2010	126	14	0	26.1	100	0	851.5	10.73	58.94
2010	126	15	0	25.6	100	0	729.5	10.73	56.36
2010	126	16	0	25.6	100	0	560	9.83	61.52
2010	126	17	0	25	100	0	363.5	9.83	67.22
2010	126	18	0	23.9	100	0	166	10.28	71.11
2010	126	19	0	23.9	100	0	19.5	7.15	77.75
2010	126	20	0	22.2	101	0	0	9.39	80.58
2010	126	21	0	21.1	101	0	0	8.05	83.6
2010	126	22	0	18.9	101	0	0	8.94	87.34
2010	126	23	0	17.2	101	0	0	9.39	86.53
2010	127	0	0	15.6	101	0	0	9.83	90.88
2010	127	1	0	15	101	0	0	8.05	88.54
2010	127	2	0	14.4	101	0	0	7.15	91.36
2010	127	3	0	13.3	101	0	0	9.83	93.79
2010	127	4	0	12.8	101	0	0	6.26	91.47
2010	127	5	0	12.2	101	0	6.5	4.47	92.33
2010	127	6	0	12.2	101	0	119.5	2.24	80.27
2010	127	7	0	13.9	101	0	313	3.58	72.49
2010	127	8	0	15.6	101	0	513.5	2.68	64.64
2010	127	9	0	16.7	101	0	692.5	2.68	62.53
2010	127	10	0	17.8	101	0	835	3.58	59.93
2010	127	11	0	17.8	101	0	926	7.15	57.24
2010	127	12	0	18.3	101	0	957	7.15	58
2010	127	13	0	19.4	101	0	930	6.26	55.34
2010	127	14	0	17.8	101	0	846	6.26	56.74
2010	127	15	0	17.8	101	0	711	7.6	58.9
2010	127	16	0	17.2	101	0	544	7.6	65.34
2010	127	17	0	15.6	101	0	335	9.39	75.06
2010	127	18	0	15	101	0	122	7.6	88.35
2010	127	19	0	13.9	101	0	14	8.05	92.13
2010	127	20	0	13.3	101	0	0	6.71	97.59
2010	127	21	0	13.3	101	0	0	6.71	96.45
2010	127	22	0	12.8	100	0	0	7.6	95.79
2010	127	23	0	12.8	100	0	0	6.71	96.04
2010	128	0	0	12.8	100	0	0	4.92	96.8
2010	128	1	0	13.3	100	0	0	4.92	96.13
2010	128	2	0	13.3	100	0	0	4.92	96.28
2010	128	3	0	13.9	100	0	0	4.92	93.17
2010	128	4	0	13.9	100	0	0	4.02	97.45
2010	128	5	0	13.9	99	0	3	2.24	100
2010	128	6	0	14.4	99	0	53	2.68	99.67
2010	128	7	0	15.6	99	0	190.5	2.68	100
2010	128	8	0	17.2	99	0	150	2.68	97.53
2010	128	9	0	17.2	99	0	162	2.68	89.41
2010	128	10	0	18.3	99	0	344.5	3.58	82.93
2010	128	11	0	19.4	99	0	812.5	6.26	76.99
2010	128	12	0	22.8	99	0	954	7.6	62.58
2010	128	13	0	25	99	0	946.5	10.73	55.36
2010	128	14	0	25.6	99	0	868.5	13.86	55.65
2010	128	15	0	24.4	99	0	734.5	14.31	54.95
2010	128	16	0	21.7	99	0	561.5	12.96	56.26
2010	128	17	0	21.1	100	0	365.5	13.41	57.46
2010	128	18	0	18.9	100	0	169.5	14.31	64.46
2010	128	19	0	17.8	100	0	21.5	13.86	67.96
2010	128	20	0	16.1	100	0	0	11.18	70.55
2010	128	21	0	13.9	100	0	0	16.54	71.18
2010	128	22	0	12.8	100	0	0	10.73	70.59
2010	128	23	0	12.2	100	0	0	10.28	68.79
2010	129	0	0	10.6	100	0	0	10.28	68.48
2010	129	1	0	10	100	0	0	9.83	70.9
2010	129	2	0	9.4	100	0	0	10.28	75.63
2010	129	3	0	8.3	100	0	0	15.2	74.9
2010	129	4	0	7.8	101	0	0	9.39	79.03
2010	129	5	0	7.2	101	0	8.5	11.62	73.35
2010	129	6	0	7.8	101	0	129	13.86	72.35
2010	129	7	0	7.8	101	0	262	12.52	66.36
2010	129	8	0	8.9	101	0	455	13.86	61.48
2010	129	9	0	10	101	0	704.5	11.62	58.66
2010	129	10	0	10.6	101	0	568.5	12.52	56.24
2010	129	11	0	10.6	101	0	342.5	13.86	57.53
2010	129	12	0	10	101	0	459.5	8.05	54.82
2010	129	13	0	11.1	101	0	220.5	7.6	55.52
2010	129	14	0	11.1	101	0	443	9.39	55.76
2010	129	15	0	11.7	101	0	420.5	8.94	55.78
2010	129	16	0	12.8	101	0	565	12.96	55.76
2010	129	17	0	12.2	101	0	321	10.73	59.64
2010	129	18	0	11.1	101	0	133.5	11.18	64.76
2010	129	19	0	10	101	0	22.5	11.62	70.36
2010	129	20	0	9.4	101	0	0	9.83	74.95
2010	129	21	0	8.9	101	0	0	10.28	79.22
2010	129	22	0	8.3	102	0	0	10.73	78.04
